customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date
1074,31,Female,India,41666,59,29,46.35,10,1,0.29,0,Love the products and fast shipping.,2025-06-30
1075,46,Female,Brazil,83736,29,12,42.45,3,9,0.91,0,The website is easy to use.,2025-05-19
1076,27,Male,Brazil,36979,49,15,43.65,4,14,0.43,0,Very satisfied with my purchase.,2025-07-17
1077,32,Female,India,64054,27,16,45.71,5,21,0.81,0,Very satisfied with my purchase.,2025-06-19
1078,26,Male,Japan,95362,21,14,35.08,4,17,0.32,1,Customer service was unhelpful.,2025-04-18
1079,40,Female,USA,94032,41,31,47.01,10,7,0.55,0,Good quality and value for money.,2025-07-08
1080,61,Male,France,94899,90,37,55.29,12,2,0.64,0,The website is easy to use.,2025-07-15
1081,53,Male,Brazil,95385,99,21,66.19,3,6,0.38,0,Excellent customer service.,2025-07-01
1082,63,Female,India,74325,76,11,53.55,0,5,0.9,0,Very satisfied with my purchase.,2025-05-17
1083,43,Female,USA,42208,52,24,29.41,8,23,0.85,0,Very satisfied with my purchase.,2025-09-29
1084,70,Female,India,31591,22,9,31.08,3,27,0.64,0,Love the products and fast shipping.,2025-08-08
1085,35,Female,Germany,104307,38,28,58.18,10,19,0.67,0,Excellent customer service.,2025-05-02
1086,31,Male,India,74112,82,37,58.75,12,8,0.32,0,Very satisfied with my purchase.,2025-08-24
1087,54,Female,USA,143385,64,25,69.29,5,29,0.02,0,"Great experience, will shop again!",2025-08-05
1088,33,Male,Germany,122290,88,38,54.71,12,10,0.01,0,"Great experience, will shop again!",2025-07-21
1089,70,Female,USA,134996,67,27,52.84,7,28,0.4,0,"Great experience, will shop again!",2025-09-15
1090,32,Female,India,20506,60,22,27.53,7,4,0.48,0,Very satisfied with my purchase.,2025-10-17
1091,35,Female,Canada,71389,31,16,35.76,5,9,0.94,0,Love the products and fast shipping.,2025-09-09
1092,45,Female,Canada,146614,75,31,60.67,9,19,0.92,0,Love the products and fast shipping.,2025-09-10
1093,53,Male,Germany,76812,72,24,55.07,7,13,0.77,0,The website is easy to use.,2025-05-15
1094,33,Male,Canada,135070,35,20,60.13,4,5,0.64,0,Excellent customer service.,2025-09-30
1095,45,Male,India,56184,99,27,56.55,7,21,0.63,0,Love the products and fast shipping.,2025-07-04
1096,49,Female,France,37237,98,31,47.74,10,19,0.93,0,The website is easy to use.,2025-05-25
1097,52,Female,South Africa,75602,54,27,38.47,9,28,0.96,0,The website is easy to use.,2025-06-07
1098,39,Female,Germany,83894,51,10,50.39,1,23,0.92,0,Excellent customer service.,2025-10-04
1099,68,Female,Germany,104002,84,34,65.98,9,18,0.72,0,Excellent customer service.,2025-10-18
1100,44,Female,USA,88330,40,34,40.22,13,21,0.9,0,Excellent customer service.,2025-10-23
1101,49,Female,India,52134,15,34,24.75,14,20,0.92,0,"Great experience, will shop again!",2025-10-05
1102,29,Male,USA,64003,97,27,48.71,7,22,0.62,0,Very satisfied with my purchase.,2025-09-14
1103,32,Male,France,74155,45,27,46.18,10,26,0.18,0,Very satisfied with my purchase.,2025-08-29
1104,29,Female,South Africa,33298,96,31,38.02,9,10,0.13,0,The website is easy to use.,2025-05-28
1105,22,Female,Brazil,59825,66,10,52.34,0,9,0.93,0,Love the products and fast shipping.,2025-06-18
1106,65,Female,USA,72489,50,22,54.35,7,13,0.68,0,Good quality and value for money.,2025-06-15
1107,37,Female,USA,75209,17,28,34.13,11,28,0.42,0,"Great experience, will shop again!",2025-08-29
1108,54,Male,Australia,50256,62,9,46.11,1,30,0.55,0,The website is easy to use.,2025-09-27
1109,56,Male,Germany,149035,54,38,50.7,13,1,0.14,0,The website is easy to use.,2025-08-23
1110,30,Male,France,53199,78,35,52.11,12,11,0.35,0,Love the products and fast shipping.,2025-09-05
1111,47,Female,India,92844,28,12,52.22,1,27,0.39,0,The website is easy to use.,2025-08-24
1112,44,Female,France,66757,28,34,29.71,14,3,0.55,0,Good quality and value for money.,2025-05-02
1113,52,Male,Brazil,71494,34,16,47.87,4,25,0.38,0,"Great experience, will shop again!",2025-07-18
1114,56,Female,Australia,168003,84,34,66.81,9,21,0.64,0,The website is easy to use.,2025-05-08
1115,62,Male,Brazil,81040,26,20,45.38,7,30,0.39,0,Excellent customer service.,2025-10-04
1116,44,Female,Japan,93323,34,29,35.54,11,12,0.47,0,"Great experience, will shop again!",2025-09-20
1117,43,Male,France,50906,92,41,41.46,14,21,0.26,0,"Great experience, will shop again!",2025-05-26
1118,48,Female,UK,112993,22,7,44.17,0,13,0.15,0,The website is easy to use.,2025-09-24
1119,35,Male,South Africa,55866,93,19,48.06,4,19,0.64,0,The website is easy to use.,2025-06-22
1120,65,Female,Canada,169545,9,38,55.09,15,14,0.48,1,Difficult to navigate the website.,2024-02-17
1121,53,Female,Brazil,53408,17,11,35.25,4,19,0.47,0,Very satisfied with my purchase.,2025-10-06
1122,20,Male,USA,74256,11,3,41.65,0,2,0.78,1,I will not be shopping here again.,2024-12-09
1123,30,Male,South Africa,47350,67,11,34.24,0,2,0.75,1,Difficult to navigate the website.,2024-12-18
1124,67,Female,Australia,103353,92,19,53.43,1,19,0.76,0,"Great experience, will shop again!",2025-07-29
1125,21,Male,Brazil,37623,92,15,41.71,1,17,0.01,0,Love the products and fast shipping.,2025-09-21
1126,49,Female,USA,78663,79,35,53.16,11,16,0.99,0,"Great experience, will shop again!",2025-09-15
1127,62,Female,USA,170528,57,41,58.95,13,10,0.23,0,Good quality and value for money.,2025-05-16
1128,66,Female,Canada,120382,77,40,59.1,13,3,0.56,0,Good quality and value for money.,2025-10-20
1129,63,Female,USA,125805,10,20,57.0,6,27,0.32,0,Good quality and value for money.,2025-05-09
1130,48,Male,UK,143746,20,23,60.81,7,12,0.09,0,"Great experience, will shop again!",2025-07-15
1131,48,Male,Brazil,69633,21,22,30.45,9,24,0.98,0,Excellent customer service.,2025-08-25
1132,39,Male,Canada,83292,85,16,52.73,1,27,0.82,0,Excellent customer service.,2025-10-27
1133,24,Male,USA,146118,43,18,65.26,3,11,0.4,0,Very satisfied with my purchase.,2025-09-12
1134,39,Female,India,44976,47,20,43.27,7,11,0.2,0,Good quality and value for money.,2025-07-23
1135,34,Male,USA,140356,94,24,60.85,4,23,0.08,0,Good quality and value for money.,2025-06-15
1136,29,Male,USA,132617,47,35,50.62,11,22,0.67,0,Very satisfied with my purchase.,2025-10-02
1137,62,Male,India,78163,79,17,49.44,3,23,0.16,0,"Great experience, will shop again!",2025-08-14
1138,28,Female,India,68863,46,17,42.56,4,5,0.06,1,Difficult to navigate the website.,2024-04-30
1139,56,Male,Brazil,70906,50,28,34.63,10,29,0.51,0,Excellent customer service.,2025-06-19
1140,38,Male,Canada,113236,28,38,44.07,14,21,0.42,0,Love the products and fast shipping.,2025-05-08
1141,61,Female,USA,63710,99,15,53.01,1,13,0.24,0,Good quality and value for money.,2025-06-02
1142,21,Male,France,46578,99,16,48.77,2,16,0.22,0,Love the products and fast shipping.,2025-07-11
1143,20,Male,India,66510,55,11,36.97,0,15,0.75,0,Excellent customer service.,2025-07-05
1144,46,Female,India,40299,5,24,38.73,10,10,0.56,0,Love the products and fast shipping.,2025-06-17
1145,56,Male,USA,88689,18,9,38.13,1,6,0.04,1,Difficult to navigate the website.,2024-03-09
1146,46,Female,India,69001,70,41,57.01,14,29,0.21,0,Excellent customer service.,2025-06-14
1147,23,Male,India,71666,59,18,43.21,4,24,0.7,0,Very satisfied with my purchase.,2025-08-20
1148,57,Male,India,39344,18,3,27.2,0,25,1.0,1,Customer service was unhelpful.,2024-02-23
1149,65,Female,USA,109050,61,31,51.34,10,24,0.92,0,Good quality and value for money.,2025-07-28
1150,65,Male,USA,97746,77,30,58.88,9,29,0.71,0,Very satisfied with my purchase.,2025-07-06
1151,56,Male,Germany,67021,5,20,28.35,7,2,0.88,1,"Poor quality, item broke after a week.",2024-09-02
1152,68,Male,USA,170887,77,32,78.0,7,21,0.11,0,Love the products and fast shipping.,2025-08-03
1153,45,Male,Brazil,43593,81,12,54.33,1,30,0.78,0,"Great experience, will shop again!",2025-09-15
1154,65,Male,USA,91099,71,18,46.72,2,3,0.24,0,Very satisfied with my purchase.,2025-06-05
1155,32,Male,France,50525,47,10,30.23,0,6,0.95,0,Very satisfied with my purchase.,2025-08-18
1156,33,Female,USA,54449,72,25,42.09,8,20,0.23,0,Love the products and fast shipping.,2025-10-07
1157,19,Female,Germany,122350,80,15,55.88,1,8,0.08,0,"Great experience, will shop again!",2025-05-21
1158,23,Male,South Africa,31755,27,9,35.54,2,28,0.36,0,Excellent customer service.,2025-05-11
1159,68,Female,UK,52916,81,26,39.96,7,18,0.11,0,Very satisfied with my purchase.,2025-08-18
1160,26,Male,USA,115717,21,24,54.76,7,4,0.2,0,"Great experience, will shop again!",2025-10-07
1161,65,Male,Brazil,89074,87,44,50.07,15,23,0.84,0,Excellent customer service.,2025-10-05
1162,48,Male,Brazil,39792,63,18,50.46,5,17,0.95,0,Excellent customer service.,2025-05-24
1163,47,Male,UK,101762,81,35,59.47,11,30,0.99,0,Love the products and fast shipping.,2025-08-29
1164,37,Male,Australia,52512,72,41,45.91,15,22,0.08,0,Very satisfied with my purchase.,2025-10-12
1165,55,Male,Germany,157156,37,33,66.04,10,10,0.52,0,Love the products and fast shipping.,2025-08-30
1166,35,Female,Germany,134541,48,30,58.47,9,13,0.54,0,"Great experience, will shop again!",2025-09-08
1167,30,Female,Australia,105754,91,36,55.81,10,19,0.77,0,Very satisfied with my purchase.,2025-08-30
1168,39,Female,USA,119656,16,23,54.88,7,13,0.89,0,Excellent customer service.,2025-08-07
1169,67,Male,France,51115,82,15,46.12,1,30,0.39,0,"Great experience, will shop again!",2025-07-31
1170,55,Male,Australia,166548,4,9,62.3,0,16,0.85,0,Excellent customer service.,2025-07-19
1171,53,Male,Brazil,72206,9,20,37.11,7,14,0.39,0,Love the products and fast shipping.,2025-07-17
1172,30,Female,USA,86234,19,20,50.03,7,11,0.31,0,Love the products and fast shipping.,2025-08-24
1173,42,Male,USA,80755,96,42,52.67,14,6,0.81,0,Very satisfied with my purchase.,2025-07-10
1174,18,Female,USA,129010,55,11,65.53,0,5,0.52,0,"Great experience, will shop again!",2025-05-30
1175,48,Male,USA,124005,43,13,60.48,1,22,0.02,0,Very satisfied with my purchase.,2025-10-05
1176,48,Male,France,51795,99,19,53.09,4,6,0.5,0,Very satisfied with my purchase.,2025-05-13
1177,33,Female,Germany,120054,87,16,58.01,0,18,0.48,0,The website is easy to use.,2025-07-18
1178,22,Female,India,47812,93,15,52.75,2,7,0.54,0,The website is easy to use.,2025-05-12
1179,21,Male,Germany,146480,29,10,64.52,0,26,0.07,0,Very satisfied with my purchase.,2025-05-17
1180,67,Female,USA,106288,70,18,48.65,2,1,0.52,0,The website is easy to use.,2025-06-17
1181,33,Female,India,71557,39,12,36.14,2,19,0.62,0,Love the products and fast shipping.,2025-08-19
1182,68,Male,Australia,175363,100,46,66.98,14,12,0.28,0,Love the products and fast shipping.,2025-06-07
1183,44,Male,Australia,103222,89,44,58.8,14,13,0.56,0,"Great experience, will shop again!",2025-08-20
1184,43,Female,France,48503,59,26,41.73,8,2,0.81,1,Shipping was too slow.,2024-04-09
1185,60,Female,Brazil,42111,17,20,29.38,7,24,0.21,0,Very satisfied with my purchase.,2025-09-20
1186,53,Female,India,80966,45,11,50.96,1,19,0.39,1,The product did not match the description.,2024-01-20
1187,45,Male,Canada,62463,48,26,46.03,9,16,0.04,0,Good quality and value for money.,2025-07-25
1188,68,Male,USA,98625,90,25,65.46,6,22,0.07,0,Good quality and value for money.,2025-05-09
1189,52,Male,India,25118,48,10,36.42,1,6,0.74,0,"Great experience, will shop again!",2025-09-18
1190,51,Male,USA,60879,81,32,39.71,10,21,0.61,0,Very satisfied with my purchase.,2025-06-01
1191,26,Male,UK,143657,75,16,69.04,1,6,0.97,0,Good quality and value for money.,2025-06-09
1192,51,Female,South Africa,36854,37,36,33.58,15,10,0.63,0,Love the products and fast shipping.,2025-08-25
1193,19,Male,Australia,144144,91,18,61.13,1,1,0.02,0,The website is easy to use.,2025-08-03
1194,64,Female,Germany,56595,53,23,46.14,8,22,0.52,0,Love the products and fast shipping.,2025-10-24
1195,55,Female,France,34084,8,33,26.39,14,15,0.86,1,Difficult to navigate the website.,2024-01-04
1196,49,Female,USA,108351,74,29,54.01,8,8,0.64,0,Very satisfied with my purchase.,2025-05-18
1197,24,Female,USA,93354,36,9,47.21,0,17,0.94,1,"Poor quality, item broke after a week.",2024-10-01
1198,45,Male,France,73929,27,12,43.59,2,18,0.78,0,The website is easy to use.,2025-09-29
1199,22,Male,France,53947,23,12,25.76,4,29,0.31,0,Excellent customer service.,2025-07-05
1200,22,Male,USA,47365,65,16,35.14,4,16,0.54,0,Excellent customer service.,2025-10-20
1201,21,Male,USA,98698,39,14,38.6,3,21,0.08,0,"Great experience, will shop again!",2025-05-31
1202,54,Male,India,71479,39,37,34.68,14,7,0.46,0,Love the products and fast shipping.,2025-10-02
1203,52,Female,UK,144715,49,38,50.13,13,4,0.17,0,The website is easy to use.,2025-05-26
1204,62,Male,Australia,81164,90,43,49.02,15,11,0.7,0,Excellent customer service.,2025-08-14
1205,55,Male,Brazil,62896,79,23,57.02,6,1,0.88,1,I will not be shopping here again.,2024-01-20
1206,30,Female,Germany,49895,89,32,50.63,10,12,0.1,0,The website is easy to use.,2025-07-11
1207,53,Female,Brazil,48525,27,18,32.33,6,21,0.69,0,Excellent customer service.,2025-10-09
1208,64,Male,South Africa,44020,93,33,49.55,11,3,0.36,0,"Great experience, will shop again!",2025-07-16
1209,37,Female,India,23274,24,22,20.39,8,11,0.75,0,Good quality and value for money.,2025-10-21
1210,45,Male,USA,105438,20,18,40.71,5,13,0.03,0,Excellent customer service.,2025-09-17
1211,57,Male,India,65415,28,22,42.61,7,22,0.14,0,Very satisfied with my purchase.,2025-08-10
1212,53,Male,Germany,69171,59,26,55.01,8,8,0.04,0,"Great experience, will shop again!",2025-06-28
1213,29,Female,India,38837,78,14,35.44,2,23,0.73,0,Love the products and fast shipping.,2025-09-17
1214,66,Female,Brazil,48724,67,35,40.36,13,9,0.22,0,"Great experience, will shop again!",2025-07-15
1215,22,Male,UK,44341,92,20,48.77,4,12,0.69,0,"Great experience, will shop again!",2025-05-05
1216,56,Female,South Africa,91263,68,34,43.38,11,29,0.74,0,"Great experience, will shop again!",2025-05-24
1217,65,Male,South Africa,64885,2,21,32.5,9,22,0.49,0,Excellent customer service.,2025-07-05
1218,50,Female,India,39891,10,32,28.38,15,23,0.55,1,Customer service was unhelpful.,2024-01-03
1219,65,Female,Germany,74192,56,35,39.06,12,23,0.71,0,The website is easy to use.,2025-09-25
1220,24,Male,Australia,56234,48,10,48.94,1,4,0.17,0,Very satisfied with my purchase.,2025-07-21
1221,58,Male,India,37744,35,6,26.54,0,1,0.46,1,"Poor quality, item broke after a week.",2024-12-16
1222,40,Female,USA,102449,24,21,38.03,6,26,0.75,1,Difficult to navigate the website.,2024-03-13
1223,65,Female,Canada,152494,41,21,65.56,5,15,0.54,0,The website is easy to use.,2025-10-03
1224,44,Male,USA,99292,25,35,41.16,13,30,0.24,0,Excellent customer service.,2025-08-09
1225,21,Female,India,77257,99,14,54.36,0,24,0.31,0,Good quality and value for money.,2025-05-04
1226,22,Male,India,74585,56,10,50.07,0,11,0.89,1,Difficult to navigate the website.,2024-12-18
1227,47,Female,USA,135390,85,18,55.35,1,12,0.57,0,The website is easy to use.,2025-06-28
1228,47,Male,India,37924,85,22,50.49,6,7,0.86,0,Very satisfied with my purchase.,2025-08-04
1229,23,Male,India,20581,63,16,46.59,4,17,0.55,0,"Great experience, will shop again!",2025-09-13
1230,48,Male,UK,60336,50,34,46.7,13,7,0.49,0,"Great experience, will shop again!",2025-06-05
1231,23,Male,France,50595,27,5,42.09,0,15,0.53,0,The website is easy to use.,2025-05-10
1232,18,Male,Germany,141411,41,11,48.28,0,17,0.65,0,Very satisfied with my purchase.,2025-07-11
1233,30,Male,India,55678,6,20,33.82,8,9,0.26,0,The website is easy to use.,2025-05-02
1234,46,Female,USA,126030,28,19,60.65,4,23,0.32,0,Good quality and value for money.,2025-05-18
1235,62,Male,India,91104,58,15,52.88,2,26,0.68,0,Excellent customer service.,2025-06-30
1236,50,Male,USA,175752,57,25,62.0,6,11,0.38,0,Excellent customer service.,2025-07-24
1237,26,Male,UK,50085,35,7,30.28,0,16,0.07,1,"Poor quality, item broke after a week.",2024-07-04
1238,28,Female,UK,102252,69,13,60.95,0,24,0.78,1,Customer service was unhelpful.,2025-02-14
1239,27,Male,Germany,94495,63,15,45.18,2,12,0.73,1,Customer service was unhelpful.,2025-03-29
1240,35,Female,India,54393,34,29,31.4,11,7,0.19,0,Excellent customer service.,2025-09-21
1241,37,Female,UK,41356,100,14,40.26,1,14,0.55,0,The website is easy to use.,2025-10-18
1242,31,Male,USA,55459,40,11,34.19,2,18,0.09,0,Good quality and value for money.,2025-05-06
1243,62,Male,India,28569,92,40,48.24,15,28,0.85,0,Very satisfied with my purchase.,2025-09-15
1244,53,Male,France,62682,61,19,37.86,4,7,0.55,0,Excellent customer service.,2025-06-19
1245,34,Female,Australia,137929,3,25,47.81,8,2,0.24,0,The website is easy to use.,2025-09-11
1246,29,Male,India,72119,57,17,37.82,3,30,0.92,0,Excellent customer service.,2025-06-27
1247,22,Male,Germany,129469,55,19,50.0,4,18,0.45,0,Very satisfied with my purchase.,2025-08-22
1248,63,Female,South Africa,65420,35,18,32.03,6,9,0.94,0,Very satisfied with my purchase.,2025-06-29
1249,52,Female,USA,73008,89,21,51.84,3,20,0.68,0,The website is easy to use.,2025-07-10
1250,33,Female,Germany,85009,56,39,41.88,15,16,0.73,0,Love the products and fast shipping.,2025-09-12
1251,39,Male,India,47872,3,9,34.58,3,3,0.66,0,Love the products and fast shipping.,2025-05-27
1252,37,Male,USA,76943,26,16,31.03,4,7,0.47,0,The website is easy to use.,2025-10-13
1253,49,Male,UK,100914,35,22,53.64,6,15,0.13,0,The website is easy to use.,2025-06-09
1254,66,Male,India,76292,58,33,42.07,11,15,0.52,0,Excellent customer service.,2025-09-25
1255,60,Male,UK,53832,56,32,45.16,12,3,0.99,0,"Great experience, will shop again!",2025-08-14
1256,46,Male,USA,140852,6,36,54.7,15,21,0.65,0,Good quality and value for money.,2025-07-29
1257,38,Male,India,54660,62,31,44.29,11,24,0.02,0,The website is easy to use.,2025-10-01
1258,66,Male,USA,121881,33,35,52.79,12,12,0.49,0,The website is easy to use.,2025-06-17
1259,30,Male,USA,132369,11,25,49.62,8,8,0.55,0,Very satisfied with my purchase.,2025-07-29
1260,42,Female,France,64971,100,23,56.88,4,18,0.11,0,Very satisfied with my purchase.,2025-10-03
1261,43,Female,Canada,93442,42,32,55.38,12,24,0.51,0,Good quality and value for money.,2025-07-24
1262,59,Male,Brazil,89956,17,17,39.04,4,20,0.35,0,Very satisfied with my purchase.,2025-08-26
1263,48,Female,India,43466,20,3,40.82,0,23,0.23,1,Customer service was unhelpful.,2024-11-01
1264,59,Female,Canada,179296,7,31,66.02,11,27,0.76,0,Good quality and value for money.,2025-08-29
1265,50,Male,USA,95203,47,28,41.07,9,5,0.35,0,Love the products and fast shipping.,2025-09-29
1266,20,Female,Japan,90080,24,8,43.46,0,22,0.82,0,Excellent customer service.,2025-10-06
1267,23,Male,UK,56719,46,13,34.51,3,21,0.49,0,Good quality and value for money.,2025-05-29
1268,50,Male,France,48274,26,27,29.66,10,10,0.53,0,Love the products and fast shipping.,2025-05-11
1269,51,Female,India,62258,55,35,46.25,13,22,0.7,0,Excellent customer service.,2025-08-27
